WARAinScope,ResourceType,FriendlyName,InAprlAndOrAdvisor
no,Microsoft.MachineLearningServices/locations,null,No
no,Microsoft.MachineLearningServices/locations/computeOperationsStatus,null,No
no,Microsoft.MachineLearningServices/locations/mfeOperationResults,null,No
no,Microsoft.MachineLearningServices/locations/mfeOperationsStatus,null,No
no,Microsoft.MachineLearningServices/locations/workspaceOperationsStatus,null,No
no,Microsoft.MachineLearningServices/locations/usages,null,No
no,Microsoft.MachineLearningServices/locations/vmsizes,null,No
no,Microsoft.MachineLearningServices/locations/quotas,null,No
no,Microsoft.MachineLearningServices/locations/updatequotas,null,No
no,Microsoft.MachineLearningServices/workspaces/linkedServices,null,No
no,Microsoft.MachineLearningServices/workspaces/labelingJobs,null,No
no,Microsoft.MachineLearningServices/workspaces/schedules,null,No
no,Microsoft.MachineLearningServices/workspaces/featuresets,null,No
no,Microsoft.MachineLearningServices/workspaces/serverlessEndpoints,null,No
no,Microsoft.MachineLearningServices/workspaces/marketplaceSubscriptions,null,No
no,Microsoft.MachineLearningServices/workspaces/inferencePools,null,No
no,Microsoft.MachineLearningServices/workspaces/inferencePools/groups,null,No
no,Microsoft.MachineLearningServices/workspaces/inferencePools/endpoints,null,No
no,Microsoft.MachineLearningServices/workspaces/featuresets/versions,null,No
no,Microsoft.MachineLearningServices/workspaces/featurestoreEntities,null,No
no,Microsoft.MachineLearningServices/workspaces/featurestoreEntities/versions,null,No
no,Microsoft.MachineLearningServices/workspaces/endpoints,null,No
no,Microsoft.MachineLearningServices/registries/codes,null,No
no,Microsoft.MachineLearningServices/registries/codes/versions,null,No
no,Microsoft.MachineLearningServices/registries/components,null,No
no,Microsoft.MachineLearningServices/registries/components/versions,null,No
no,Microsoft.MachineLearningServices/registries/data,null,No
no,Microsoft.MachineLearningServices/registries/data/versions,null,No
no,Microsoft.MachineLearningServices/registries/datareferences,null,No
no,Microsoft.MachineLearningServices/registries/datareferences/versions,null,No
no,Microsoft.MachineLearningServices/registries/environments,null,No
no,Microsoft.MachineLearningServices/registries/environments/versions,null,No
no,Microsoft.MachineLearningServices/registries/models,null,No
no,Microsoft.MachineLearningServices/registries/models/versions,null,No
yes,Microsoft.MachineLearningServices/capacityReservationGroups,Machine Learning Services Capacity Reservation Groups,No
no,Microsoft.ManagedNetworkFabric/Operations,null,No
no,Microsoft.ManagedNetworkFabric/NetworkFabricControllers,null,No
no,Microsoft.ManagedNetworkFabric/Locations,null,No
no,Microsoft.ManagedNetworkFabric/Locations/OperationStatuses,null,No
no,Microsoft.ManagedNetworkFabric/NetworkFabrics,null,No
no,Microsoft.ManagedNetworkFabric/NetworkRacks,null,No
no,Microsoft.ManagedNetworkFabric/NetworkDevices,null,No
no,Microsoft.ManagedNetworkFabric/NetworkDevices/NetworkInterfaces,null,No
no,Microsoft.ManagedNetworkFabric/L2IsolationDomains,null,No
no,Microsoft.ManagedNetworkFabric/L3IsolationDomains,null,No
no,Microsoft.ManagedNetworkFabric/accesscontrollists,null,No
no,Microsoft.ManagedNetworkFabric/RoutePolicies,null,No
no,Microsoft.ManagedNetworkFabric/L3IsolationDomains/externalNetworks,null,No
no,Microsoft.ManagedNetworkFabric/L3IsolationDomains/internalNetworks,null,No
no,Microsoft.ManagedNetworkFabric/NetworkFabrics/NetworkToNetworkInterconnects,null,No
no,Microsoft.ManagedNetworkFabric/IpExtendedCommunities,null,No
no,Microsoft.ManagedNetworkFabric/IpCommunities,null,No
no,Microsoft.ManagedNetworkFabric/ipprefixes,null,No
no,Microsoft.ManagedNetworkFabric/InternetGateways,null,No
no,Microsoft.ManagedNetworkFabric/internetgatewayrules,null,No
no,Microsoft.ManagedNetworkFabric/networkpacketbrokers,null,No
no,Microsoft.ManagedNetworkFabric/networktaps,null,No
no,Microsoft.ManagedNetworkFabric/networktaprules,null,No
no,Microsoft.ManagedNetworkFabric/neighborgroups,null,No
no,Microsoft.ManagedServices/registrationDefinitions,null,No
no,Microsoft.ManagedServices/registrationAssignments,null,No
no,Microsoft.ManagedServices/operations,null,No
no,Microsoft.ManagedServices/marketplaceRegistrationDefinitions,null,No
no,Microsoft.ManagedServices/operationStatuses,null,No
no,Microsoft.Management/resources,Resources,No
no,Microsoft.Management/managementGroups,Management Group,No
no,Microsoft.Management/getEntities,null,No
no,Microsoft.Management/managementGroups/settings,null,No
no,Microsoft.Management/checkNameAvailability,null,No
no,Microsoft.Management/operationResults,null,No
no,Microsoft.Management/operationResults/asyncOperation,null,No
no,Microsoft.Management/operations,null,No
no,Microsoft.Management/tenantBackfillStatus,null,No
no,Microsoft.Management/startTenantBackfill,null,No
no,Microsoft.ManufacturingPlatform/locations,null,No
no,Microsoft.ManufacturingPlatform/operations,null,No
yes,Microsoft.Maps/accounts,Maps Accounts,No
no,Microsoft.Maps/accounts/creators,null,No
no,Microsoft.Maps/accounts/eventGridFilters,null,No
no,Microsoft.Maps/operations,null,No
no,Microsoft.Marketplace/register,null,No
no,Microsoft.Marketplace/privategalleryitems,null,No
no,Microsoft.Marketplace/products,null,No
no,Microsoft.Marketplace/offers,null,No
no,Microsoft.Marketplace/macc,null,No
no,Microsoft.Marketplace/offerTypes,null,No
no,Microsoft.Marketplace/offerTypes/publishers,null,No
no,Microsoft.Marketplace/offerTypes/publishers/offers,null,No
no,Microsoft.Marketplace/offerTypes/publishers/offers/plans,null,No
no,Microsoft.Marketplace/offerTypes/publishers/offers/plans/configs,null,No
no,Microsoft.Marketplace/offerTypes/publishers/offers/plans/configs/importImage,null,No
no,Microsoft.Marketplace/offerTypes/publishers/offers/plans/agreements,null,No
no,Microsoft.Marketplace/operations,null,No
no,Microsoft.Marketplace/listAvailableOffers,null,No
no,Microsoft.Marketplace/publishers,null,No
no,Microsoft.Marketplace/publishers/offers,null,No
no,Microsoft.Marketplace/publishers/offers/amendments,null,No
no,Microsoft.Marketplace/privateStoreClient,null,No
no,Microsoft.Marketplace/privateStores,null,No
no,Microsoft.Marketplace/privateStores/offers,null,No
no,Microsoft.Marketplace/search,null,No
no,Microsoft.Marketplace/privateStores/requestApprovals/query,null,No
no,Microsoft.Marketplace/privateStores/requestApprovals/withdrawPlan,null,No
no,Microsoft.Marketplace/privateStores/RequestApprovals,null,No
no,Microsoft.Marketplace/privateStores/queryNotificationsState,null,No
no,Microsoft.Marketplace/privateStores/fetchAllSubscriptionsInTenant,null,No
no,Microsoft.Marketplace/privateStores/listNewPlansNotifications,null,No
no,Microsoft.Marketplace/privateStores/listStopSellOffersPlansNotifications,null,No
no,Microsoft.Marketplace/privateStores/listSubscriptionsContext,null,No
no,Microsoft.Marketplace/privateStores/offers/acknowledgeNotification,null,No
no,Microsoft.Marketplace/privateStores/AdminRequestApprovals,null,No
no,Microsoft.Marketplace/privateStores/collections,null,No
no,Microsoft.Marketplace/privateStores/collections/approveAllItems,null,No
no,Microsoft.Marketplace/privateStores/collections/disableApproveAllItems,null,No
no,Microsoft.Marketplace/privateStores/collections/offers,null,No
no,Microsoft.Marketplace/privateStores/collections/mapOffersToContexts,null,No
no,Microsoft.Marketplace/privateStores/collections/queryRules,null,No
no,Microsoft.Marketplace/privateStores/collections/setRules,null,No
no,Microsoft.Marketplace/privateStores/collections/offers/upsertOfferWithMultiContext,null,No
no,Microsoft.Marketplace/privateStores/bulkCollectionsAction,null,No
no,Microsoft.Marketplace/privateStores/collections/transferOffers,null,No
no,Microsoft.Marketplace/privateStores/anyExistingOffersInTheCollections,null,No
no,Microsoft.Marketplace/privateStores/queryOffers,null,No
no,Microsoft.Marketplace/privateStores/queryUserOffers,null,No
no,Microsoft.Marketplace/privateStores/queryUserRules,null,No
no,Microsoft.Marketplace/privateStores/collectionsToSubscriptionsMapping,null,No
no,Microsoft.Marketplace/privateStores/billingAccounts,null,No
no,Microsoft.Marketplace/privateStores/queryApprovedPlans,null,No
no,Microsoft.Marketplace/locations,null,No
no,Microsoft.Marketplace/locations/edgeZones,null,No
no,Microsoft.Marketplace/locations/edgeZones/products,null,No
no,Microsoft.Marketplace/mysolutions,null,No
no,Microsoft.Marketplace/products/reviews,null,No
no,Microsoft.Marketplace/products/reviews/comments,null,No
no,Microsoft.Marketplace/products/reviews/helpful,null,No
no,Microsoft.Marketplace/products/usermetadata,null,No
no,Microsoft.MarketplaceOrdering/agreements,null,No
no,Microsoft.MarketplaceOrdering/operations,null,No
no,Microsoft.MarketplaceOrdering/offertypes,null,No
yes,Microsoft.Media/mediaservices,Media Service,Yes
no,Microsoft.Media/mediaservices/assets,null,No
no,Microsoft.Media/mediaservices/assets/tracks,null,No
no,Microsoft.Media/mediaservices/assets/tracks/operationstatuses,null,No
no,Microsoft.Media/mediaservices/assets/tracks/operationResults,null,No
no,Microsoft.Media/mediaservices/contentKeyPolicies,null,No
no,Microsoft.Media/mediaservices/streamingLocators,null,No
no,Microsoft.Media/mediaservices/streamingPolicies,null,No
no,Microsoft.Media/mediaservices/eventGridFilters,null,No
no,Microsoft.Media/mediaservices/transforms,null,No
no,Microsoft.Media/mediaservices/transforms/jobs,null,No
no,Microsoft.Media/mediaservices/streamingEndpoints,null,No
no,Microsoft.Media/mediaservices/liveEvents,null,No
no,Microsoft.Media/mediaservices/liveEvents/liveOutputs,null,No
no,Microsoft.Media/mediaservices/streamingEndpointOperations,null,No
no,Microsoft.Media/mediaservices/liveEventOperations,null,No
no,Microsoft.Media/mediaservices/liveOutputOperations,null,No
no,Microsoft.Media/mediaservices/streamingendpoints/operationlocations,null,No
no,Microsoft.Media/mediaservices/liveevents/operationlocations,null,No
no,Microsoft.Media/mediaservices/liveevents/liveoutputs/operationlocations,null,No
no,Microsoft.Media/mediaservices/privateEndpointConnectionProxies,null,No
no,Microsoft.Media/mediaservices/privateEndpointConnections,null,No
no,Microsoft.Media/mediaservices/privateEndpointConnectionOperations,null,No
no,Microsoft.Media/locations/mediaServicesOperationStatuses,null,No
no,Microsoft.Media/locations/mediaServicesOperationResults,null,No
no,Microsoft.Media/mediaservices/assets/assetFilters,null,No
no,Microsoft.Media/mediaservices/accountFilters,null,No
no,Microsoft.Media/operations,null,No
no,Microsoft.Media/checknameavailability,null,No
no,Microsoft.Media/locations,null,No
no,Microsoft.Media/locations/checkNameAvailability,null,No
no,Microsoft.Migrate/migrateprojects,null,No
no,Microsoft.Migrate/assessmentProjects,null,No
no,Microsoft.Migrate/moveCollections,null,No
no,Microsoft.Migrate/operations,null,No
no,Microsoft.Migrate/locations,null,No
no,Microsoft.Migrate/locations/rmsOperationResults,null,No
no,Microsoft.Migrate/modernizeProjects,null,No
no,Microsoft.Mission/Locations,null,No
no,Microsoft.Mission/Locations/OperationStatuses,null,No
no,Microsoft.Mission/Operations,null,No
no,Microsoft.Mission/virtualEnclaves/endpoints,null,No
no,Microsoft.Mission/checkNameAvailability,null,No
no,Microsoft.MixedReality/locations,null,No
no,Microsoft.MixedReality/locations/checkNameAvailability,null,No
no,Microsoft.MixedReality/operations,null,No
yes,Microsoft.MixedReality/spatialAnchorsAccounts,MixedReality Spatial Anchor Accounts,No
yes,Microsoft.MixedReality/remoteRenderingAccounts,MixedReality Renite Rendering Accounts,No
yes,Microsoft.MixedReality/objectAnchorsAccounts,MixedReality Object Anchor Accounts,No
no,Microsoft.MobileNetwork/Locations,null,No
no,Microsoft.MobileNetwork/Locations/OperationStatuses,null,No
no,Microsoft.MobileNetwork/Operations,null,No
no,Microsoft.MobileNetwork/packetCoreControlPlaneVersions,null,No
no,Microsoft.MobilePacketCore/Locations,null,No
no,Microsoft.MobilePacketCore/Locations/OperationStatuses,null,No
no,Microsoft.MobilePacketCore/Operations,null,No
no,Microsoft.ModSimWorkbench/Locations/operationStatuses,null,No
no,Microsoft.ModSimWorkbench/Locations,null,No
no,Microsoft.ModSimWorkbench/Operations,null,No
no,Microsoft.Monitor/operations,null,No
yes,Microsoft.Monitor/accounts,Monitor Accounts,No
no,Microsoft.Monitor/locations/locationOperationStatuses,null,No
no,Microsoft.Monitor/locations/operationResults,null,No
no,Microsoft.Monitor/locations,null,No
no,Microsoft.Monitor/locations/operationStatuses,null,No
no,Microsoft.Monitor/investigations,null,No
no,Microsoft.MySQLDiscovery/locations,null,No
no,Microsoft.MySQLDiscovery/locations/operationStatuses,null,No
no,Microsoft.MySQLDiscovery/MySQLSites,null,No
no,Microsoft.MySQLDiscovery/MySQLSites/MySQLServers,null,No
no,Microsoft.MySQLDiscovery/MySQLSites/Refresh,null,No
no,Microsoft.MySQLDiscovery/MySQLSites/Summaries,null,No
no,Microsoft.MySQLDiscovery/MySQLSites/ErrorSummaries,null,No
no,Microsoft.MySQLDiscovery/operations,null,No
yes,Microsoft.NetApp/netAppAccounts,Azure Netapp Files,Yes
no,Microsoft.NetApp/netAppAccounts/snapshotPolicies,null,No
no,Microsoft.NetApp/netAppAccounts/volumeGroups,null,No
yes,Microsoft.NetApp/netAppAccounts/capacityPools,Capacity Pool,Yes
yes,Microsoft.NetApp/netAppAccounts/capacityPools/volumes,Volume,Yes
no,Microsoft.NetApp/netAppAccounts/capacityPools/volumes/mountTargets,null,No
no,Microsoft.NetApp/netAppAccounts/capacityPools/volumes/snapshots,null,No
no,Microsoft.NetApp/netAppAccounts/capacityPools/volumes/volumeQuotaRules,null,No
no,Microsoft.NetApp/locations,null,No
no,Microsoft.NetApp/locations/checkNameAvailability,null,No
no,Microsoft.NetApp/locations/checkFilePathAvailability,null,No
no,Microsoft.NetApp/operations,null,No
no,Microsoft.NetApp/locations/checkQuotaAvailability,null,No
no,Microsoft.NetApp/locations/queryNetworkSiblingSet,null,No
no,Microsoft.NetApp/locations/updateNetworkSiblingSet,null,No
no,Microsoft.NetApp/locations/regionInfo,null,No
no,Microsoft.NetApp/locations/regionInfos,null,No
no,Microsoft.NetApp/locations/QuotaLimits,null,No
no,Microsoft.NetApp/locations/CheckInventory,null,No
no,Microsoft.NetApp/locations/operationResults,null,No
no,Microsoft.NetworkAnalytics/Locations,null,No
no,Microsoft.NetworkAnalytics/Locations/OperationStatuses,null,No
no,Microsoft.NetworkAnalytics/Operations,null,No
no,Microsoft.NetworkAnalytics/registeredSubscriptions,null,No
no,Microsoft.NetworkCloud/locations,null,No
no,Microsoft.NetworkCloud/locations/operationStatuses,null,No
no,Microsoft.NetworkCloud/clusterManagers,Network Cloud Cluster Managers,No
no,Microsoft.NetworkCloud/racks,Network Cloud Racks,No
no,Microsoft.NetworkCloud/clusters,Network Cloud Clusters,No
no,Microsoft.NetworkCloud/bareMetalMachines,Network Cloud BareMetal Machines,No
no,Microsoft.NetworkCloud/virtualMachines,Network Cloud Virtual Machines,No
no,Microsoft.NetworkCloud/operations,null,No
no,Microsoft.NetworkCloud/rackSkus,null,No
no,Microsoft.NetworkCloud/cloudServicesNetworks,Network Cloud Cloud Services Networks,No
no,Microsoft.NetworkCloud/l2Networks,null,No
no,Microsoft.NetworkCloud/storageAppliances,Network Cloud Storage Appliances,No
no,Microsoft.NetworkCloud/trunkedNetworks,Network Cloud Trunked Networks,No
no,Microsoft.NetworkCloud/l3Networks,Network Cloud L3 Networks,No
no,Microsoft.NetworkCloud/clusters/metricsConfigurations,null,No
no,Microsoft.NetworkCloud/virtualMachines/consoles,null,No
no,Microsoft.NetworkCloud/clusters/bareMetalMachineKeySets,null,No
no,Microsoft.NetworkCloud/clusters/bmcKeySets,null,No
no,Microsoft.NetworkCloud/volumes,Network Cloud Volumes,No
no,Microsoft.NetworkCloud/registeredSubscriptions,null,No
no,Microsoft.NetworkCloud/kubernetesClusters,Network Cloud Kubernetes Clusters,No
no,Microsoft.NetworkCloud/kubernetesClusters/agentPools,null,No
yes,Microsoft.NetworkFunction/azureTrafficCollectors,Expressroute Traffic Collector,Yes
no,Microsoft.NetworkFunction/azureTrafficCollectors/collectorPolicies,null,No
yes,Microsoft.NetworkFunction/meshVpns,Network Function Mesh VPN,No
no,Microsoft.NetworkFunction/meshVpns/connectionPolicies,null,No
no,Microsoft.NetworkFunction/meshVpns/privateEndpointConnections,null,No
no,Microsoft.NetworkFunction/meshVpns/privateEndpointConnectionProxies,null,No
no,Microsoft.NetworkFunction/operations,null,No
no,Microsoft.NetworkFunction/locations,null,No
no,Microsoft.NetworkFunction/locations/nfvOperations,null,No
no,Microsoft.NetworkFunction/locations/nfvOperationResults,null,No
yes,Microsoft.NotificationHubs/namespaces,Notification Hubs,No
no,Microsoft.NotificationHubs/namespaces/notificationHubs,null,No
no,Microsoft.NotificationHubs/checkNamespaceAvailability,null,No
no,Microsoft.NotificationHubs/checkNameAvailability,null,No
no,Microsoft.NotificationHubs/operations,null,No
no,Microsoft.Nutanix/operations,null,No
no,Microsoft.Nutanix/locations,null,No
no,Microsoft.ObjectStore/osNamespaces,null,No
no,Microsoft.OffAzure/VMwareSites,null,No
no,Microsoft.OffAzure/HyperVSites,null,No
no,Microsoft.OffAzure/ServerSites,null,No
no,Microsoft.OffAzure/ImportSites,null,No
no,Microsoft.OffAzure/MasterSites,null,No
no,Microsoft.OffAzure/locations,null,No
no,Microsoft.OffAzure/locations/operationResults,null,No
no,Microsoft.OffAzure/operations,null,No
no,Microsoft.OffAzureSpringBoot/locations,null,No
no,Microsoft.OffAzureSpringBoot/locations/operationStatuses,null,No
no,Microsoft.OffAzureSpringBoot/springbootsites,null,No
no,Microsoft.OffAzureSpringBoot/springbootsites/springbootservers,null,No
no,Microsoft.OffAzureSpringBoot/springbootsites/springbootapps,null,No
no,Microsoft.OffAzureSpringBoot/operations,null,No
no,Microsoft.OffAzureSpringBoot/springbootsites/summaries,null,No
no,Microsoft.OffAzureSpringBoot/springbootsites/errorsummaries,null,No
no,Microsoft.OpenEnergyPlatform/Locations,null,No
no,Microsoft.OpenEnergyPlatform/Locations/OperationStatuses,null,No
no,Microsoft.OpenEnergyPlatform/energyServices,null,No
no,Microsoft.OpenEnergyPlatform/checkNameAvailability,null,No
no,Microsoft.OpenEnergyPlatform/Operations,null,No
no,Microsoft.OpenEnergyPlatform/energyServices/privateEndpointConnections,null,No
no,Microsoft.OpenEnergyPlatform/energyServices/privateLinkResources,null,No
no,Microsoft.OpenEnergyPlatform/energyServices/privateEndpointConnectionProxies,null,No
no,Microsoft.OperationsManagement/solutions,null,No
no,Microsoft.OperationsManagement/managementassociations,null,No
no,Microsoft.OperationsManagement/views,null,No
no,Microsoft.OperationsManagement/operations,null,No
no,Microsoft.OperatorVoicemail/Operations,null,No
no,Microsoft.OperatorVoicemail/Locations,null,No
no,Microsoft.OperatorVoicemail/Locations/OperationStatuses,null,No
no,Microsoft.OperatorVoicemail/Locations/checkNameAvailability,null,No
no,Microsoft.OracleDiscovery/locations,null,No
no,Microsoft.OracleDiscovery/locations/operationStatuses,null,No
no,Microsoft.OracleDiscovery/oraclesites,null,No
no,Microsoft.OracleDiscovery/oraclesites/oracleservers,null,No
no,Microsoft.OracleDiscovery/oraclesites/oracledatabases,null,No
no,Microsoft.OracleDiscovery/oraclesites/summaries,null,No
no,Microsoft.OracleDiscovery/oraclesites/errorSummaries,null,No
no,Microsoft.OracleDiscovery/operations,null,No
no,Microsoft.Orbital/availableGroundStations,null,No
no,Microsoft.Orbital/contactProfiles,null,No
yes,Microsoft.Orbital/spacecrafts,Orbital Spacecrafts,No
no,Microsoft.Orbital/spacecrafts/contacts,null,No
yes,Microsoft.Orbital/groundStations,Orbital Ground Stations,No
yes,Microsoft.Orbital/globalCommunicationsSites,Orbital Global Communication Sites,No
yes,Microsoft.Orbital/l2Connections,Orbital L2 Connections,No
yes,Microsoft.Orbital/edgeSites,Orbital Edge Sites,No
no,Microsoft.Orbital/operations,null,No
no,Microsoft.Orbital/locations,null,No
no,Microsoft.Orbital/locations/operationResults,null,No
no,Microsoft.Orbital/locations/operationStatuses,null,No
no,Microsoft.PartnerManagedConsumerRecurrence/recurrences,null,No
no,Microsoft.PartnerManagedConsumerRecurrence/operations,null,No
no,Microsoft.PartnerManagedConsumerRecurrence/checkEligibility,null,No
no,Microsoft.PartnerManagedConsumerRecurrence/operationStatuses,null,No
yes,Microsoft.Peering/peerings,Peerings,No
no,Microsoft.Peering/peeringLocations,null,No
no,Microsoft.Peering/legacyPeerings,null,No
no,Microsoft.Peering/peerAsns,null,No
no,Microsoft.Peering/peeringServices,null,No
no,Microsoft.Peering/peeringServiceCountries,null,No
no,Microsoft.Peering/peeringServiceLocations,null,No
no,Microsoft.Peering/peeringServiceProviders,null,No
no,Microsoft.Peering/checkServiceProviderAvailability,null,No
no,Microsoft.Peering/lookingGlass,null,No
no,Microsoft.Peering/cdnPeeringPrefixes,null,No
no,Microsoft.Peering/operations,null,No
no,Microsoft.Pki/Operations,null,No
no,Microsoft.Portal/dashboards,null,No
no,Microsoft.Portal/tenantconfigurations,null,No
no,Microsoft.Portal/listTenantConfigurationViolations,null,No
no,Microsoft.Portal/operations,null,No
no,Microsoft.Portal/locations,null,No
no,Microsoft.Portal/consoles,null,No
no,Microsoft.Portal/locations/consoles,null,No
no,Microsoft.Portal/userSettings,null,No
no,Microsoft.Portal/locations/userSettings,null,No
no,Microsoft.PowerBI/workspaceCollections,null,No
no,Microsoft.PowerBI/locations,null,No
no,Microsoft.PowerBI/locations/checkNameAvailability,null,No
no,Microsoft.PowerBI/privateLinkServicesForPowerBI,null,No
no,Microsoft.PowerBI/privateLinkServicesForPowerBI/operationResults,null,No
no,Microsoft.PowerBI/operations,null,No
no,Microsoft.PowerBIDedicated/capacities,null,No
no,Microsoft.PowerBIDedicated/autoScaleVCores,null,No
no,Microsoft.PowerBIDedicated/locations,null,No
no,Microsoft.PowerBIDedicated/locations/checkNameAvailability,null,No
no,Microsoft.PowerBIDedicated/locations/operationresults,null,No
no,Microsoft.PowerBIDedicated/locations/operationstatuses,null,No
no,Microsoft.PowerBIDedicated/operations,null,No
no,Microsoft.PowerPlatform/operations,null,No
no,Microsoft.PowerPlatform/enterprisePolicies,null,No
no,Microsoft.PowerPlatform/accounts,null,No
no,Microsoft.PowerPlatform/locations,null,No
no,Microsoft.PowerPlatform/locations/deleteVirtualNetworkOrSubnets,null,No
no,Microsoft.PowerPlatform/locations/validateDeleteVirtualNetworkOrSubnets,null,No
no,Microsoft.ProfessionalService/checkNameAvailability,null,No
no,Microsoft.ProfessionalService/eligibilityCheck,null,No
no,Microsoft.ProfessionalService/operationResults,null,No
no,Microsoft.ProfessionalService/operations,null,No
no,Microsoft.ProfessionalService/resources,null,No
no,Microsoft.ProgrammableConnectivity/operations,null,No
no,Microsoft.ProgrammableConnectivity/locations,null,No
no,Microsoft.ProgrammableConnectivity/locations/operationStatuses,null,No
no,Microsoft.ProgrammableConnectivity/gateways,null,No
no,Microsoft.ProgrammableConnectivity/openApiGateways,null,No
no,Microsoft.ProgrammableConnectivity/openApiGatewayOfferings,null,No
no,Microsoft.ProgrammableConnectivity/OperatorOfferings,null,No
no,Microsoft.ProgrammableConnectivity/OperatorConnections,null,No
no,Microsoft.ProgrammableConnectivity/operatorApiPlans,null,No
no,Microsoft.ProgrammableConnectivity/operatorApiConnections,null,No
no,Microsoft.ProviderHub/providerRegistrations,null,No
no,Microsoft.ProviderHub/operationStatuses,null,No
no,Microsoft.ProviderHub/providerRegistrations/resourceTypeRegistrations,null,No
no,Microsoft.ProviderHub/providerRegistrations/defaultRollouts,null,No
no,Microsoft.ProviderHub/providerRegistrations/customRollouts,null,No
no,Microsoft.ProviderHub/providerRegistrations/checkinmanifest,null,No
no,Microsoft.ProviderHub/providerRegistrations/resourceActions,null,No
no,Microsoft.ProviderHub/availableAccounts,null,No
no,Microsoft.ProviderHub/providerRegistrations/authorizedApplications,null,No
yes,Microsoft.Purview/accounts,Purview Accounts,No
no,Microsoft.Purview/accounts/kafkaConfigurations,null,No
no,Microsoft.Purview/operations,null,No
no,Microsoft.Purview/setDefaultAccount,null,No
no,Microsoft.Purview/removeDefaultAccount,null,No
no,Microsoft.Purview/getDefaultAccount,null,No
no,Microsoft.Purview/checkNameAvailability,null,No
no,Microsoft.Purview/locations,null,No
no,Microsoft.Purview/locations/operationResults,null,No
no,Microsoft.Purview/locations/listFeatures,null,No
no,Microsoft.Purview/locations/usages,null,No
no,Microsoft.Purview/policies,null,No
yes,Microsoft.Quantum/Workspaces,Quantum Workspaces,No
no,Microsoft.Quantum/Operations,null,No
no,Microsoft.Quantum/Locations,null,No
no,Microsoft.Quantum/Locations/OperationStatuses,null,No
no,Microsoft.Quantum/locations/offerings,null,No
no,Microsoft.Quantum/Locations/CheckNameAvailability,null,No
no,Microsoft.RecommendationsService/locations,null,No
no,Microsoft.RecommendationsService/locations/operationStatuses,null,No
no,Microsoft.RecommendationsService/accounts,null,No
no,Microsoft.RecommendationsService/accounts/modeling,null,No
no,Microsoft.RecommendationsService/accounts/serviceEndpoints,null,No
no,Microsoft.RecommendationsService/operations,null,No
no,Microsoft.RecommendationsService/checkNameAvailability,null,No
yes,Microsoft.RecoveryServices/vaults,Recovery Services,Yes
no,Microsoft.RecoveryServices/operations,null,No
no,Microsoft.RecoveryServices/locations,null,No
no,Microsoft.RecoveryServices/locations/backupStatus,null,No
no,Microsoft.RecoveryServices/locations/checkNameAvailability,null,No
no,Microsoft.RecoveryServices/locations/allocatedStamp,null,No
no,Microsoft.RecoveryServices/locations/allocateStamp,null,No
no,Microsoft.RecoveryServices/locations/backupValidateFeatures,null,No
no,Microsoft.RecoveryServices/locations/backupPreValidateProtection,null,No
no,Microsoft.RecoveryServices/locations/backupCrrJobs,null,No
no,Microsoft.RecoveryServices/locations/backupCrrJob,null,No
no,Microsoft.RecoveryServices/locations/backupAadProperties,null,No
no,Microsoft.RecoveryServices/locations/backupCrossRegionRestore,null,No
no,Microsoft.RecoveryServices/locations/backupCrrOperationResults,null,No
no,Microsoft.RecoveryServices/locations/backupCrrOperationsStatus,null,No
yes,Microsoft.RecoveryServices/backupProtectedItems,Recovery Services Backup Protected Items,No
no,Microsoft.RecoveryServices/replicationEligibilityResults,null,No
no,Microsoft.RecoveryServices/locations/capabilities,null,No
no,Microsoft.RedHatOpenShift/locations,null,No
no,Microsoft.RedHatOpenShift/locations/operationresults,null,No
no,Microsoft.RedHatOpenShift/locations/operationsstatus,null,No
yes,Microsoft.RedHatOpenShift/OpenShiftClusters,RedHat Open Shift Clusters,No
no,Microsoft.RedHatOpenShift/operations,null,No
no,Microsoft.RedHatOpenShift/locations/openshiftversions,null,No
yes,Microsoft.Relay/namespaces,Relay,No
no,Microsoft.Relay/namespaces/authorizationrules,null,No
no,Microsoft.Relay/namespaces/privateEndpointConnections,null,No
no,Microsoft.Relay/namespaces/privateEndpointConnectionProxies,null,No
no,Microsoft.Relay/namespaces/hybridconnections,null,No
no,Microsoft.Relay/namespaces/hybridconnections/authorizationrules,null,No
no,Microsoft.Relay/namespaces/wcfrelays,null,No
no,Microsoft.Relay/namespaces/wcfrelays/authorizationrules,null,No
no,Microsoft.Relay/checkNameAvailability,null,No
no,Microsoft.Relay/operations,null,No
no,Microsoft.Relay/locations,null,No
no,Microsoft.Relay/locations/namespaceOperationResults,null,No
no,Microsoft.ResourceConnector/locations,null,No
no,Microsoft.ResourceConnector/appliances,null,No
no,Microsoft.ResourceConnector/locations/operationsstatus,null,No
no,Microsoft.ResourceConnector/locations/operationresults,null,No
no,Microsoft.ResourceConnector/operations,null,No
no,Microsoft.ResourceConnector/telemetryconfig,null,No
no,Microsoft.ResourceGraph/resources,null,No
no,Microsoft.ResourceGraph/resourcesHistory,null,No
no,Microsoft.ResourceGraph/resourceChanges,null,No
no,Microsoft.ResourceGraph/resourceChangeDetails,null,No
no,Microsoft.ResourceGraph/operations,null,No
no,Microsoft.ResourceGraph/subscriptionsStatus,null,No
no,Microsoft.ResourceGraph/queries,null,No
no,Microsoft.ResourceGraph/generateQuery,null,No
no,Microsoft.ResourceNotifications/eventGridFilters,null,No
